sentence_id,sentence_text,token_text,pos_tag,dep_relation,lemma,is_stop,is_punct
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",a,DET,det,a,True,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",festival,NOUN,pobj,festival,False,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",together,ADV,advmod,together,True,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",with,ADP,prep,with,True,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",mc5,NOUN,compound,mc5,False,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .", ,SPACE,dep, ,False,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",iggy,ADJ,pobj,iggy,False,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",and,CCONJ,cc,and,True,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",the,DET,det,the,True,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",stooges,NOUN,conj,stooge,False,False
0,"after the very heavy '' dragontown '' album alice decided to return to his roots , his place of birth , detroit , where he accidently joined in with a festival together with mc5  iggy and the stooges .",.,PUNCT,punct,.,False,True
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",the,DET,det,the,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",museum,NOUN,nsubj,museum,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",runs,VERB,ROOT,run,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",a,DET,det,a,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",library,NOUN,dobj,library,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",with,ADP,prep,with,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",photographic,ADJ,amod,photographic,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",books,NOUN,pobj,book,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",and,CCONJ,cc,and,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",magazines,NOUN,conj,magazine,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",",",PUNCT,punct,",",False,True
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",and,CCONJ,cc,and,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",a,DET,det,a,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",small,ADJ,amod,small,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",museum,NOUN,compound,museum,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",store,NOUN,conj,store,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",that,PRON,nsubj,that,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",sells,VERB,relcl,sell,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",postcards,NOUN,dobj,postcard,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",",",PUNCT,punct,",",False,True
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",posters,NOUN,conj,poster,False,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",and,CCONJ,cc,and,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",more,ADJ,conj,more,True,False
1,"the museum runs a library with photographic books and magazines , and a small museum store that sells postcards , posters and more .",.,PUNCT,punct,.,False,True
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",jakobshavn,PROPN,compound,jakobshavn,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",isbr,PROPN,nsubj,isbr,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",is,AUX,ROOT,be,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",a,DET,det,a,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",major,ADJ,amod,major,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",contributor,NOUN,attr,contributor,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",to,ADP,prep,to,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",the,DET,det,the,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",mass,ADJ,amod,mass,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",balance,NOUN,pobj,balance,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",of,ADP,prep,of,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",the,DET,det,the,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",greenland,PROPN,compound,greenland,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",ice,NOUN,compound,ice,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",sheet,NOUN,pobj,sheet,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",",",PUNCT,punct,",",False,True
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",producing,VERB,csubj,produce,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",some,DET,quantmod,some,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",10,NUM,nummod,10,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .", ,SPACE,dep, ,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",of,ADP,prep,of,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",all,DET,det,all,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",greenland,NOUN,compound,greenland,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",icebergs,NOUN,pobj,iceberg,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",some,DET,quantmod,some,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",35,NUM,compound,35,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",billion,NUM,nummod,billion,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",tonnes,NOUN,nsubj,tonne,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",of,ADP,prep,of,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",icebergs,NOUN,pobj,iceberg,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",calved,VERB,conj,calve,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",off,ADV,advmod,off,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",and,CCONJ,cc,and,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",passing,VERB,conj,pass,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",out,ADP,prep,out,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",of,ADP,prep,of,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",the,DET,det,the,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",fjord,NOUN,pobj,fjord,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",every,DET,det,every,True,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",year,NOUN,npadvmod,year,False,False
2,"jakobshavn isbr is a major contributor to the mass balance of the greenland ice sheet , producing some 10  of all greenland icebergs some 35 billion tonnes of icebergs calved off and passing out of the fjord every year .",.,PUNCT,punct,.,False,True
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,wright,NOUN,nsubj,wright,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,also,ADV,advmod,also,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,played,VERB,ROOT,play,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,the,DET,det,the,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,part,NOUN,dobj,part,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,of,ADP,prep,of,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,mufasa,NOUN,pobj,mufasa,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,in,ADP,prep,in,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,the,DET,det,the,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,original,ADJ,amod,original,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,cast,NOUN,pobj,cast,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,of,ADP,prep,of,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,the,DET,det,the,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,lion,NOUN,compound,lion,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,king,NOUN,pobj,king,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,on,ADP,prep,on,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,broadway,NOUN,pobj,broadway,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,and,CCONJ,cc,and,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,voiced,VERB,conj,voice,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,kron,PROPN,dative,kron,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,the,DET,det,the,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,iguanodon,NOUN,dobj,iguanodon,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,in,ADP,prep,in,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,disney,PROPN,poss,disney,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,'s,PART,case,'s,True,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,cgi,ADJ,nmod,cgi,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,film,NOUN,nmod,film,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,'',PUNCT,punct,'',False,True
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,dinosaur,NOUN,pobj,dinosaur,False,False
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,'',PUNCT,punct,'',False,True
3,wright also played the part of mufasa in the original cast of the lion king on broadway and voiced kron the iguanodon in disney 's cgi film '' dinosaur '' .,.,PUNCT,punct,.,False,True
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",in,ADP,prep,in,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",2007,NUM,pobj,2007,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",",",PUNCT,punct,",",False,True
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",she,PRON,nsubj,she,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",wrote,VERB,ROOT,write,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",the,DET,det,the,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",piano,NOUN,compound,piano,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",piece,NOUN,dobj,piece,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",'',PUNCT,punct,'',False,True
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",the,DET,det,the,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",kiss,NOUN,appos,kiss,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",'',PUNCT,punct,'',False,True
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",that,PRON,nsubjpass,that,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",was,AUX,auxpass,be,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",used,VERB,relcl,use,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",for,ADP,prep,for,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",a,DET,det,a,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",worldwide,ADJ,amod,worldwide,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",tv,NOUN,compound,tv,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",advertising,NOUN,compound,advertising,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",campaign,NOUN,pobj,campaign,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",for,ADP,prep,for,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",apple,NOUN,compound,apple,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",ipad,PROPN,pobj,ipad,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",3,NUM,nummod,3,False,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",and,CCONJ,cc,and,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",it,PRON,nsubjpass,it,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",was,AUX,auxpass,be,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",also,ADV,advmod,also,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",used,VERB,conj,use,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",for,ADP,prep,for,True,False
4,"in 2007 , she wrote the piano piece '' the kiss '' that was used for a worldwide tv advertising campaign for apple ipad 3 and it was also used for marks  spencer 's advert .",marks,NOUN,compound,mark,False,False
