sentence_id,atomic_sentence
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
0,after alice decided return .
0,where he accidently joined in with a festival together with mc5  iggy and the stooges
0,"alice to his roots, his place of birth, detroit, where he accidently joined in with a festival together with mc5  iggy and the stooges"
0,"alice of birth, detroit,"
0,alice with a festival
0,alice with mc5  iggy and the stooges
0,alice is place
0,alice is detroit
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
1,"museum runs library, and store ."
1,"that sells postcards, posters and more"
1,museum with photographic books and magazines
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
2,"isbr is contributor, calved ."
2,isbr to the mass balance of the greenland ice sheet
2,isbr of the greenland ice sheet
2,isbr of all greenland icebergs
2,isbr of icebergs
2,isbr of the fjord
2,isbr is contributor
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
3,wright also played part in and voiced .
3,wright of mufasa
3,wright in the original cast of the lion king on broadway
3,wright of the lion king
3,wright on broadway
3,wright in disney 's cgi film '' dinosaur
4,"in, she wrote piece and used"
4,that was used for a worldwide tv advertising campaign for apple ipad 3
4,she in 2007
4,she for a worldwide tv advertising campaign for apple ipad 3
4,she for apple ipad 3
4,she for marks  spencer 's advert
4,she is kiss
4,"in, she wrote piece and used"
4,that was used for a worldwide tv advertising campaign for apple ipad 3
4,she in 2007
4,she for a worldwide tv advertising campaign for apple ipad 3
4,she for apple ipad 3
4,she for marks  spencer 's advert
4,she is kiss
4,"in, she wrote piece and used"
4,that was used for a worldwide tv advertising campaign for apple ipad 3
4,she in 2007
4,she for a worldwide tv advertising campaign for apple ipad 3
4,she for apple ipad 3
4,she for marks  spencer 's advert
4,she is kiss
4,"in, she wrote piece and used"
4,that was used for a worldwide tv advertising campaign for apple ipad 3
4,she in 2007
